milo_commit,runner_sha256,weights_sha256,torch_version,device,batch_size,reduction
4f5b6fc641cae1a8aeaa8c4f04296dcad388b867,9e7185f2b4dc1c856b9907c5b08b85300da1f1b9b47c26b99ec779d7c416870a,a1d66a7e0ebe0f839564ad70160ffdec709708f0b9a7dd03b19c0bee90d31f79,2.14.0,mps,512,per_cell_raw_error_then_pooled_sum
