queryPolarity,corpus,charset,arm,oracle,cells,glyphs,candidateW,candidateH,dimension,windows,mean,improvementPercent,productionAgreementPercent,meanInkDelta,maxInkDelta
inverted,nasa-occupancy-v1,standard,squareSingleDisc,mae,66880,95,64,64,60,1,0.36799211328393305,0,80.70574162679426,0.31420083451272623,0.7793939113616943
inverted,nasa-occupancy-v1,standard,squareSingleDisc,rmse,66880,95,64,64,60,1,0.4025700463383777,0,80.70574162679426,0.31420083451272623,0.7793939113616943
inverted,nasa-occupancy-v1,standard,squareSingleDisc,ssim,66880,95,64,64,60,1,0.10386100738946631,0,80.70574162679426,0.31420083451272623,0.7793939113616943
inverted,nasa-occupancy-v1,standard,rectSingleDisc,gmsd,66880,95,12,24,60,1,0.3006809952648266,-0.9142711890691343,51.26196172248804,0.31017606143802456,0.7821194529533386
inverted,nasa-occupancy-v1,standard,rectSingleDisc,haarPSI,66880,95,12,24,60,1,0.18179559711077883,-1.3721833712332925,51.26196172248804,0.31017606143802456,0.7821194529533386
inverted,nasa-occupancy-v1,standard,rectSingleDisc,mae,66880,95,12,24,60,1,0.37163228851638985,-0.9891992521177038,51.26196172248804,0.31017606143802456,0.7821194529533386
inverted,nasa-occupancy-v1,standard,rectSingleDisc,rmse,66880,95,12,24,60,1,0.4086936022387225,-1.5211156309423195,51.26196172248804,0.31017606143802456,0.7821194529533386
inverted,nasa-occupancy-v1,standard,rectSingleDisc,ssim,66880,95,12,24,60,1,0.1015881399512863,-2.188374150519297,51.26196172248804,0.31017606143802456,0.7821194529533386
inverted,nasa-occupancy-v1,standard,faithfulSingleDisc,gmsd,66880,95,12,24,60,1,0.3088380413584952,-3.6519312825286567,44.14025119617225,0.31034349912807185,0.7798511385917664
inverted,nasa-occupancy-v1,standard,faithfulSingleDisc,haarPSI,66880,95,12,24,60,1,0.18402236410751613,-0.16411689151889503,44.14025119617225,0.31034349912807185,0.7798511385917664
inverted,nasa-occupancy-v1,standard,faithfulSingleDisc,mae,66880,95,12,24,60,1,0.37315835531473807,-1.4039002044641309,44.14025119617225,0.31034349912807185,0.7798511385917664
inverted,nasa-occupancy-v1,standard,faithfulSingleDisc,rmse,66880,95,12,24,60,1,0.4190000961973649,-4.081289705587545,44.14025119617225,0.31034349912807185,0.7798511385917664
inverted,nasa-occupancy-v1,standard,faithfulSingleDisc,ssim,66880,95,12,24,60,1,0.0975622880500399,-6.064565998100683,44.14025119617225,0.31034349912807185,0.7798511385917664
inverted,nasa-occupancy-v1,standard,faithfulTiled,gmsd,66880,95,12,24,4320,72,0.3022892971827029,-1.45404795730659,36.15281100478469,0.3078674383451294,0.7848829627037048
inverted,nasa-occupancy-v1,standard,faithfulTiled,haarPSI,66880,95,12,24,4320,72,0.18704912759532238,1.4779639894173684,36.15281100478469,0.3078674383451294,0.7848829627037048
inverted,nasa-occupancy-v1,standard,faithfulTiled,mae,66880,95,12,24,4320,72,0.36724474205720364,0.203094359838293,36.15281100478469,0.3078674383451294,0.7848829627037048
inverted,nasa-occupancy-v1,standard,faithfulTiled,rmse,66880,95,12,24,4320,72,0.40167521768413017,0.22227899526716433,36.15281100478469,0.3078674383451294,0.7848829627037048
inverted,nasa-occupancy-v1,standard,faithfulTiled,ssim,66880,95,12,24,4320,72,0.0976899534287041,-5.9416465484698255,36.15281100478469,0.3078674383451294,0.7848829627037048
inverted,nasa-occupancy-v1,standard,faithfulTiledNoBlur,gmsd,66880,95,12,24,4320,72,0.3026149549359945,-1.563344904396792,40.26166267942584,0.3065421271222404,0.7848829627037048
inverted,nasa-occupancy-v1,standard,faithfulTiledNoBlur,haarPSI,66880,95,12,24,4320,72,0.18468036787178116,0.19286356144237105,40.26166267942584,0.3065421271222404,0.7848829627037048
inverted,nasa-occupancy-v1,standard,faithfulTiledNoBlur,mae,66880,95,12,24,4320,72,0.365505528818153,0.6757167819684918,40.26166267942584,0.3065421271222404,0.7848829627037048
inverted,nasa-occupancy-v1,standard,faithfulTiledNoBlur,rmse,66880,95,12,24,4320,72,0.40000175002538585,0.6379750148705946,40.26166267942584,0.3065421271222404,0.7848829627037048
inverted,nasa-occupancy-v1,standard,faithfulTiledNoBlur,ssim,66880,95,12,24,4320,72,0.09833765899075088,-5.318019281291524,40.26166267942584,0.3065421271222404,0.7848829627037048
inverted,nasa-occupancy-v1,braille,squareSingleDisc,gmsd,66880,256,64,64,60,1,0.25030034503085813,0,39.85197368421053,0.24259125190244052,0.7123875617980957
inverted,nasa-occupancy-v1,braille,squareSingleDisc,haarPSI,66880,256,64,64,60,1,0.17777430252057821,0,39.85197368421053,0.24259125190244052,0.7123875617980957
inverted,nasa-occupancy-v1,braille,squareSingleDisc,mae,66880,256,64,64,60,1,0.3533624894920928,0,39.85197368421053,0.24259125190244052,0.7123875617980957
inverted,nasa-occupancy-v1,braille,squareSingleDisc,rmse,66880,256,64,64,60,1,0.41204054920736555,0,39.85197368421053,0.24259125190244052,0.7123875617980957
inverted,nasa-occupancy-v1,braille,squareSingleDisc,ssim,66880,256,64,64,60,1,0.0870676460994265,0,39.85197368421053,0.24259125190244052,0.7123875617980957
