corpus,charset,arm,w,topK,columns,oversample,footprint,stride,cells,glyphs,mae,rmse,ssim,gmsd,haarpsi,selectionWallSeconds,gitSHA,shapeQueryPolarity
nasa-steerable-v1,cross,P,,,80,2,24,1,8640,5,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.001689841999999905,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,F,,,80,2,24,1,8640,5,0.24493138328334932,0.2572969728437222,0.306249024232904,0.19809260753169933,0.37779869973392954,0.00010212999999999587,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,F_legacy,,,80,2,24,1,8640,5,0.25155456109414837,0.2700925317485375,0.30611315710950004,0.2060027994983615,0.3678274639056733,0.00012831199999999596,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,T,0,,80,2,24,1,8640,5,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0033093609999997665,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,T,1,,80,2,24,1,8640,5,0.24602011879102614,0.25683992409136397,0.30578348280098977,0.20027931403200208,0.3724007668041561,0.0023160069999999242,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,T,2,,80,2,24,1,8640,5,0.24605572725956412,0.2572714345475438,0.3060132170268961,0.19899311237136108,0.37380971427044074,0.0022121989999999746,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,T,5,,80,2,24,1,8640,5,0.2457883911751846,0.2574842693717335,0.3061468824770702,0.19775153878462928,0.3751493452552481,0.00223098699999997,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,T,10,,80,2,24,1,8640,5,0.245580601272878,0.2575118721575229,0.30626461265887295,0.19799952335429052,0.37596530739748796,0.00215706200000001,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,T,25,,80,2,24,1,8640,5,0.24525775963777327,0.2574233101346485,0.30628043258436677,0.19803300459305062,0.37692914177715814,0.0022328009999999718,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,T,50,,80,2,24,1,8640,5,0.24509759290448205,0.25736107759204085,0.30627047214949454,0.1980632163795644,0.37736420884900845,0.0021587520000000103,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,lex,,2,80,2,24,1,8640,5,0.2474287778079862,0.2594797650416795,0.3059514027429516,0.20092841995409194,0.3735004923961431,0.002899997999999786,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,lex,,3,80,2,24,1,8640,5,0.2474287778079862,0.2594797650416795,0.3059514027429516,0.20092841995409194,0.3735004923961431,0.0021933709999999904,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,lex,,4,80,2,24,1,8640,5,0.24683981295542443,0.25917648909554036,0.30595325097148585,0.20154170575961672,0.37470822639693885,0.0021676209999999967,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,lex,,6,80,2,24,1,8640,5,0.24493138328334932,0.2572969728437222,0.306249024232904,0.19809260753169933,0.37779869973392954,0.002384143999999867,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,znorm,0,,80,2,24,1,8640,5,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0020432580000000256,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,cross,znorm,1,,80,2,24,1,8640,5,0.2451244665196048,0.25062775142774074,0.30337886260639124,0.17904319951506642,0.37773235945064654,0.0018562080000000438,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
