corpus,charset,arm,w,topK,columns,oversample,footprint,stride,cells,glyphs,mae,rmse,ssim,gmsd,haarpsi,selectionWallSeconds,gitSHA
nasa-steerable-v1,diagonal,znorm,25,,80,2,24,1,8640,4,0.24674631052465174,0.2593602410870447,0.30639746302517307,0.20183676428364583,0.38537244588884384,0.0014612389999998981,9a2a73d
nasa-steerable-v1,diagonal,znorm,50,,80,2,24,1,8640,4,0.24711168211271878,0.259920387011169,0.30647187761074085,0.20165399366152567,0.38577239515054834,0.0014914449999998984,9a2a73d
nasa-steerable-v1,diamond,P,,,80,2,24,1,8640,4,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0010455970000000437,9a2a73d
nasa-steerable-v1,diamond,F,,,80,2,24,1,8640,4,0.2464996731760001,0.26068595817015283,0.3057124541414893,0.20551223175754027,0.36999345923261334,9.020799999999672e-05,9a2a73d
nasa-steerable-v1,diamond,F_legacy,,,80,2,24,1,8640,4,0.25805864810431045,0.27532044368311714,0.30564078207962236,0.20382685257096794,0.368390482214236,8.782999999999691e-05,9a2a73d
nasa-steerable-v1,diamond,T,0,,80,2,24,1,8640,4,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0021126120000000306,9a2a73d
nasa-steerable-v1,diamond,T,1,,80,2,24,1,8640,4,0.2433868115111786,0.2553454185020016,0.3054390483159245,0.20421041954317526,0.368259890378674,0.0018237770000000307,9a2a73d
nasa-steerable-v1,diamond,T,2,,80,2,24,1,8640,4,0.24510803162476408,0.25828773104258396,0.3057303285742145,0.20502578542695776,0.369139578198491,0.0017230189999999932,9a2a73d
nasa-steerable-v1,diamond,T,5,,80,2,24,1,8640,4,0.24601097792578375,0.2598278322415101,0.3056973800289589,0.20532590082506746,0.3697028529595664,0.0017402799999999836,9a2a73d
nasa-steerable-v1,diamond,T,10,,80,2,24,1,8640,4,0.24627845447493832,0.26029811459461694,0.30575297587273176,0.20543167785227212,0.36987133562274876,0.001756157000000012,9a2a73d
nasa-steerable-v1,diamond,T,25,,80,2,24,1,8640,4,0.24642314803343834,0.26055338711256987,0.3057364139796879,0.20548715867300543,0.3699522550949447,0.0017099189999999834,9a2a73d
nasa-steerable-v1,diamond,T,50,,80,2,24,1,8640,4,0.24645949084110141,0.26061486508790555,0.30570401921286583,0.20550405422428894,0.3699733439410811,0.0016957849999999785,9a2a73d
nasa-steerable-v1,diamond,lex,,2,80,2,24,1,8640,4,0.24206181379302383,0.2499488613646186,0.3044864715593937,0.19856765399730028,0.3640686595879653,0.002116976000000017,9a2a73d
nasa-steerable-v1,diamond,lex,,3,80,2,24,1,8640,4,0.24206181379302383,0.2499488613646186,0.3044864715593937,0.19856765399730028,0.3640686595879653,0.0017268979999999967,9a2a73d
nasa-steerable-v1,diamond,lex,,4,80,2,24,1,8640,4,0.2464996731760001,0.26068595817015283,0.3057124541414893,0.20551223175754027,0.36999345923261334,0.0018472480000000376,9a2a73d
nasa-steerable-v1,diamond,lex,,6,80,2,24,1,8640,4,0.2464996731760001,0.26068595817015283,0.3057124541414893,0.20551223175754027,0.36999345923261334,0.0018029690000000258,9a2a73d
nasa-steerable-v1,diamond,znorm,0,,80,2,24,1,8640,4,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0016551949999999626,9a2a73d
nasa-steerable-v1,diamond,znorm,1,,80,2,24,1,8640,4,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0014838769999999024,9a2a73d
nasa-steerable-v1,diamond,znorm,2,,80,2,24,1,8640,4,0.24162360604296726,0.2476556546202613,0.3038404473011742,0.18342883343888153,0.37418508674616663,0.0014798829999999106,9a2a73d
nasa-steerable-v1,diamond,znorm,5,,80,2,24,1,8640,4,0.23931894596993494,0.2485499921203209,0.3048659646752166,0.2022726150816527,0.3668597700168927,0.0015027049999999259,9a2a73d
nasa-steerable-v1,diamond,znorm,10,,80,2,24,1,8640,4,0.24268004206306168,0.25416708156911905,0.3055051607810183,0.20388003037206923,0.3679244241687745,0.0014476259999999155,9a2a73d
nasa-steerable-v1,diamond,znorm,25,,80,2,24,1,8640,4,0.24510803162476408,0.25828773104258396,0.3057303285742145,0.20502578542695776,0.369139578198491,0.001430892999999914,9a2a73d
nasa-steerable-v1,diamond,znorm,50,,80,2,24,1,8640,4,0.2458207161670845,0.25950341504325314,0.3056881717606454,0.20528541731391706,0.3695672528927655,0.001453170999999916,9a2a73d
nasa-steerable-v1,cross,P,,,80,2,24,1,8640,5,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0011084629999999944,9a2a73d
nasa-steerable-v1,cross,F,,,80,2,24,1,8640,5,0.24493138328334932,0.2572969728437222,0.306249024232904,0.19809260753169933,0.37779869973392954,9.543099999999634e-05,9a2a73d
nasa-steerable-v1,cross,F_legacy,,,80,2,24,1,8640,5,0.25155456109414837,0.2700925317485375,0.30611315710950004,0.2060027994983615,0.3678274639056733,0.0001047439999999954,9a2a73d
nasa-steerable-v1,cross,T,0,,80,2,24,1,8640,5,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.002548561999999737,9a2a73d
nasa-steerable-v1,cross,T,1,,80,2,24,1,8640,5,0.24602011879102614,0.25683992409136397,0.30578348280098977,0.20027931403200208,0.3724007668041561,0.002102420000000039,9a2a73d
nasa-steerable-v1,cross,T,2,,80,2,24,1,8640,5,0.24605572725956412,0.2572714345475438,0.3060132170268961,0.19899311237136108,0.37380971427044074,0.002000191000000087,9a2a73d
nasa-steerable-v1,cross,T,5,,80,2,24,1,8640,5,0.2457883911751846,0.2574842693717335,0.3061468824770702,0.19775153878462928,0.3751493452552481,0.0019582670000001024,9a2a73d
nasa-steerable-v1,cross,T,10,,80,2,24,1,8640,5,0.245580601272878,0.2575118721575229,0.30626461265887295,0.19799952335429052,0.37596530739748796,0.0020101860000000834,9a2a73d
nasa-steerable-v1,cross,T,25,,80,2,24,1,8640,5,0.24525775963777327,0.2574233101346485,0.30628043258436677,0.19803300459305062,0.37692914177715814,0.0019510370000000946,9a2a73d
nasa-steerable-v1,cross,T,50,,80,2,24,1,8640,5,0.24509759290448205,0.25736107759204085,0.30627047214949454,0.1980632163795644,0.37736420884900845,0.0019461780000000982,9a2a73d
nasa-steerable-v1,cross,lex,,2,80,2,24,1,8640,5,0.2474287778079862,0.2594797650416795,0.3059514027429516,0.20092841995409194,0.3735004923961431,0.002213811999999956,9a2a73d
nasa-steerable-v1,cross,lex,,3,80,2,24,1,8640,5,0.2474287778079862,0.2594797650416795,0.3059514027429516,0.20092841995409194,0.3735004923961431,0.0018284730000000238,9a2a73d
nasa-steerable-v1,cross,lex,,4,80,2,24,1,8640,5,0.24683981295542443,0.25917648909554036,0.30595325097148585,0.20154170575961672,0.37470822639693885,0.0018892040000000575,9a2a73d
nasa-steerable-v1,cross,lex,,6,80,2,24,1,8640,5,0.24493138328334932,0.2572969728437222,0.306249024232904,0.19809260753169933,0.37779869973392954,0.001897296000000061,9a2a73d
nasa-steerable-v1,cross,znorm,0,,80,2,24,1,8640,5,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0016653219999999682,9a2a73d
nasa-steerable-v1,cross,znorm,1,,80,2,24,1,8640,5,0.2451244665196048,0.25062775142774074,0.30337886260639124,0.17904319951506642,0.37773235945064654,0.0015639109999999307,9a2a73d
nasa-steerable-v1,cross,znorm,2,,80,2,24,1,8640,5,0.2415382994450372,0.2489583384734309,0.3045208276502593,0.19693215948083287,0.36990934691602717,0.001543474999999915,9a2a73d
nasa-steerable-v1,cross,znorm,5,,80,2,24,1,8640,5,0.24486902263142818,0.2547776899002608,0.30555595901292815,0.19966039024162788,0.37156951524956383,0.0014975799999999092,9a2a73d
nasa-steerable-v1,cross,znorm,10,,80,2,24,1,8640,5,0.24634455880603742,0.2574502624779889,0.30591109111561177,0.20023005757670162,0.37284989608941665,0.0015480409999999282,9a2a73d
nasa-steerable-v1,cross,znorm,25,,80,2,24,1,8640,5,0.2458346848650635,0.25730734964311547,0.3060277081538202,0.19809033454202485,0.37466696386107295,0.0014968529999999113,9a2a73d
nasa-steerable-v1,cross,znorm,50,,80,2,24,1,8640,5,0.2457779085101144,0.25755487009114325,0.30622015800932223,0.19770440935681233,0.37533999341813795,0.0014959569999999128,9a2a73d
nasa-steerable-v1,dots,P,,,80,2,24,1,8640,8,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0014126029999999151,9a2a73d
nasa-steerable-v1,dots,F,,,80,2,24,1,8640,8,0.258299822283003,0.3217134896674047,0.007641815020047249,0.29484034507198614,0.11703902970930691,0.00010046399999999597,9a2a73d
nasa-steerable-v1,dots,F_legacy,,,80,2,24,1,8640,8,0.25562116044624705,0.27497033839981766,0.3054923905317333,0.20556792300923943,0.3702644084765733,0.00013313299999999551,9a2a73d
nasa-steerable-v1,dots,T,0,,80,2,24,1,8640,8,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.003260099999999757,9a2a73d
nasa-steerable-v1,dots,T,1,,80,2,24,1,8640,8,0.24414984367034806,0.259590797048196,0.30638699079773185,0.2064052037745709,0.370524951513812,0.002553039999999781,9a2a73d
nasa-steerable-v1,dots,T,2,,80,2,24,1,8640,8,0.24641500511952594,0.26421145645839633,0.3062181271079534,0.20751196285560322,0.37161104807491946,0.0024365739999998204,9a2a73d
nasa-steerable-v1,dots,T,5,,80,2,24,1,8640,8,0.24780345278893592,0.2681896539771685,0.3052368547709965,0.20861314972901795,0.37166737214421586,0.0023866949999998277,9a2a73d
nasa-steerable-v1,dots,T,10,,80,2,24,1,8640,8,0.24858773899267878,0.2711089150398354,0.29607641971956467,0.21174899757083437,0.36475256359636693,0.002409423999999826,9a2a73d
nasa-steerable-v1,dots,T,25,,80,2,24,1,8640,8,0.2581396019294714,0.3213502497328982,0.008890949775674502,0.2944262723655066,0.11810328978385708,0.0023821859999998388,9a2a73d
nasa-steerable-v1,dots,T,50,,80,2,24,1,8640,8,0.2582448613125241,0.32161706495215164,0.007908390112121513,0.2947338003527759,0.11723888238911837,0.0023555339999998515,9a2a73d
nasa-steerable-v1,dots,lex,,2,80,2,24,1,8640,8,0.2413259514389708,0.2491341606585273,0.3043435380887024,0.20003140397881147,0.36437581936920227,0.0024518659999998088,9a2a73d
nasa-steerable-v1,dots,lex,,3,80,2,24,1,8640,8,0.2524917341987919,0.3080644445789702,0.0080398401595465,0.28628964596565776,0.11738781091880236,0.002033236000000069,9a2a73d
nasa-steerable-v1,dots,lex,,4,80,2,24,1,8640,8,0.25273021384314504,0.3089951361196377,0.007972051878810602,0.28650989901717894,0.11957208920153338,0.0020918080000000517,9a2a73d
nasa-steerable-v1,dots,lex,,6,80,2,24,1,8640,8,0.2604702602783451,0.3208628005392844,0.007774457918569161,0.2845194271096029,0.12044756373045333,0.002117934000000035,9a2a73d
nasa-steerable-v1,dots,znorm,0,,80,2,24,1,8640,8,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0018811200000000614,9a2a73d
nasa-steerable-v1,dots,znorm,1,,80,2,24,1,8640,8,0.24297519111367316,0.24868981815493024,0.3034154547790621,0.1789031175091979,0.37691792999257623,0.001747498000000002,9a2a73d
nasa-steerable-v1,dots,znorm,2,,80,2,24,1,8640,8,0.23844213496053282,0.24528817586162815,0.30447461802532333,0.1934196701262231,0.3697508443767558,0.001750340999999996,9a2a73d
nasa-steerable-v1,dots,znorm,5,,80,2,24,1,8640,8,0.2425481712991585,0.25616657000533405,0.3061664417336643,0.2055420677296357,0.36961990821680096,0.0017296050000000015,9a2a73d
nasa-steerable-v1,dots,znorm,10,,80,2,24,1,8640,8,0.24487437563534012,0.26101872222825057,0.3063547742421857,0.20679893279981498,0.3708715843651845,0.001772446000000036,9a2a73d
nasa-steerable-v1,dots,znorm,25,,80,2,24,1,8640,8,0.24725194991076124,0.26651242697306915,0.30615694278494093,0.2079328901553846,0.3720876714245782,0.0017186640000000058,9a2a73d
nasa-steerable-v1,dots,znorm,50,,80,2,24,1,8640,8,0.24802518996449882,0.26896487281985604,0.30399975425866416,0.20918242853450672,0.37069021992977413,0.0017268200000000117,9a2a73d
nasa-steerable-v1,minimal,P,,,80,2,24,1,8640,10,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0017314709999999925,9a2a73d
nasa-steerable-v1,minimal,F,,,80,2,24,1,8640,10,0.2441101686494169,0.26266470868600633,0.301380593312558,0.20502490062930345,0.3712268218685332,9.547799999999638e-05,9a2a73d
nasa-steerable-v1,minimal,F_legacy,,,80,2,24,1,8640,10,0.24908695622729213,0.2700477966902638,0.30593443521711716,0.20792511956438275,0.37025215320723853,0.0001565029999999992,9a2a73d
nasa-steerable-v1,minimal,T,0,,80,2,24,1,8640,10,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0036732810000000343,9a2a73d
nasa-steerable-v1,minimal,T,1,,80,2,24,1,8640,10,0.24302851327808805,0.2568342865069369,0.3063346043347223,0.20399626620719521,0.37338191356367545,0.002778345999999706,9a2a73d
nasa-steerable-v1,minimal,T,2,,80,2,24,1,8640,10,0.24367951268170174,0.2592630053068756,0.30632048000493933,0.20372733764672843,0.37436360791230544,0.0027058769999997326,9a2a73d
nasa-steerable-v1,minimal,T,5,,80,2,24,1,8640,10,0.2439188737839248,0.26088093370911614,0.30586762557693603,0.20378571320403063,0.37434152720528724,0.0026156299999997193,9a2a73d
nasa-steerable-v1,minimal,T,10,,80,2,24,1,8640,10,0.24400784266650732,0.26165990805286254,0.3047798461409248,0.20418457974720608,0.37370014511418526,0.002602193999999723,9a2a73d
nasa-steerable-v1,minimal,T,25,,80,2,24,1,8640,10,0.2440398350911037,0.262061829575489,0.3036492153341315,0.20457672664864635,0.37276905113327785,0.0025738359999997423,9a2a73d
nasa-steerable-v1,minimal,T,50,,80,2,24,1,8640,10,0.24409078979871351,0.2623804907935184,0.3027459520006198,0.20490884560313188,0.3721001937835899,0.0025659319999997454,9a2a73d
nasa-steerable-v1,minimal,lex,,2,80,2,24,1,8640,10,0.23483612412589097,0.24392900435133327,0.3045315220115998,0.20396210058417857,0.3643824886713014,0.002773133999999681,9a2a73d
nasa-steerable-v1,minimal,lex,,3,80,2,24,1,8640,10,0.2410907602210407,0.2562069618074355,0.3013548270443323,0.2012628398128093,0.37509262980563796,0.0022942459999999083,9a2a73d
nasa-steerable-v1,minimal,lex,,4,80,2,24,1,8640,10,0.2492202486766498,0.2664760982341028,0.3011810780752306,0.2036912647340821,0.371750882502194,0.002379985999999858,9a2a73d
nasa-steerable-v1,minimal,lex,,6,80,2,24,1,8640,10,0.24670120416118363,0.2644533522321464,0.3012950668088172,0.2060798529041373,0.36980460774233237,0.002357751999999865,9a2a73d
nasa-steerable-v1,minimal,znorm,0,,80,2,24,1,8640,10,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0020756370000000472,9a2a73d
nasa-steerable-v1,minimal,znorm,1,,80,2,24,1,8640,10,0.247528670809031,0.2523721967416819,0.303013584444494,0.17012680719722673,0.3804635833892658,0.0019571160000000872,9a2a73d
nasa-steerable-v1,minimal,znorm,2,,80,2,24,1,8640,10,0.23869480161306902,0.24629800654287565,0.30450409923316085,0.1984218563477116,0.36818994280760503,0.0019550490000000893,9a2a73d
nasa-steerable-v1,minimal,znorm,5,,80,2,24,1,8640,10,0.24213796278251917,0.25406801190853434,0.3058918369940849,0.20323310955885984,0.3712209954349575,0.0019165240000000772,9a2a73d
nasa-steerable-v1,minimal,znorm,10,,80,2,24,1,8640,10,0.24305495933946814,0.256924709820838,0.3063351482067332,0.2039937185686473,0.3734472592179809,0.0019592610000000957,9a2a73d
nasa-steerable-v1,minimal,znorm,25,,80,2,24,1,8640,10,0.24381909118370895,0.2599775585579436,0.3062134840495183,0.20364959781854433,0.37444392290483813,0.0019021830000000796,9a2a73d
nasa-steerable-v1,minimal,znorm,50,,80,2,24,1,8640,10,0.24391967785001037,0.26091561069599534,0.3058231446706648,0.20380830132240377,0.3743246892692646,0.00191858000000009,9a2a73d
nasa-steerable-v1,lines,P,,,80,2,24,1,8640,12,0.2997370441046832,0.3934999777559045,0.0033555474423572996,0.3471402678413189,0.09750624381515188,0.0017951770000000017,9a2a73d
nasa-steerable-v1,lines,F,,,80,2,24,1,8640,12,0.24384135496507184,0.25843507093896617,0.3062685184879477,0.20131469828892123,0.38086613295916394,0.00010355799999999558,9a2a73d
nasa-steerable-v1,lines,F_legacy,,,80,2,24,1,8640,12,0.24923874628188486,0.26969582717057927,0.30529177998002033,0.20324576743329306,0.3887155308187694,0.00016712400000000024,9a2a73d
nasa-steerable-v1,lines,T,0,,80,2,24,1,8640,12,0.2997370441046832,0.3934999777559045,0.0033555474423572996,0.3471402678413189,0.09750624381515188,0.004058161000000151,9a2a73d
nasa-steerable-v1,lines,T,1,,80,2,24,1,8640,12,0.2489271647544347,0.26314400276304756,0.30602965570218543,0.19683001594779148,0.3881305374346495,0.00318449499999973,9a2a73d
nasa-steerable-v1,lines,T,2,,80,2,24,1,8640,12,0.24818026394962595,0.2617261197081371,0.305624974090025,0.19695495142174013,0.3889028521982297,0.0030831759999996847,9a2a73d
nasa-steerable-v1,lines,T,5,,80,2,24,1,8640,12,0.24550798769460916,0.2591340405220738,0.3063344522418708,0.19898049975827536,0.38886823391088204,0.0029459609999996474,9a2a73d
nasa-steerable-v1,lines,T,10,,80,2,24,1,8640,12,0.24503375221359638,0.2589375218368735,0.3063865515954441,0.1993749726264188,0.38855555536731806,0.002879441999999651,9a2a73d
nasa-steerable-v1,lines,T,25,,80,2,24,1,8640,12,0.24495185932076807,0.2591222168987472,0.3062980737086274,0.19948444009724456,0.3882743084144845,0.0027840519999996404,9a2a73d
nasa-steerable-v1,lines,T,50,,80,2,24,1,8640,12,0.2442825234003964,0.25881138365174056,0.30629306914208687,0.20025819114398805,0.3852215414075913,0.002835618999999631,9a2a73d
nasa-steerable-v1,lines,lex,,2,80,2,24,1,8640,12,0.28949142243043474,0.37707054772634246,0.0036904004637136724,0.32890433706085126,0.11230207451936605,0.003048422999999648,9a2a73d
nasa-steerable-v1,lines,lex,,3,80,2,24,1,8640,12,0.28949142243043474,0.37707054772634246,0.0036904004637136724,0.32890433706085126,0.11230207451936605,0.0025674399999997535,9a2a73d
nasa-steerable-v1,lines,lex,,4,80,2,24,1,8640,12,0.24757755360333245,0.259994371476808,0.30561444778079927,0.19614571411818077,0.38853171093080446,0.002601326999999732,9a2a73d
nasa-steerable-v1,lines,lex,,6,80,2,24,1,8640,12,0.24491296008739433,0.2591227235372098,0.3062557302073276,0.1993539003701666,0.3881650032863741,0.002633954999999721,9a2a73d
nasa-steerable-v1,lines,znorm,0,,80,2,24,1,8640,12,0.2997370441046832,0.3934999777559045,0.0033555474423572996,0.3471402678413189,0.09750624381515188,0.0023104359999998963,9a2a73d
nasa-steerable-v1,lines,znorm,1,,80,2,24,1,8640,12,0.25126025518801803,0.26954464900158104,0.3060411766093394,0.1974540056659278,0.38726391908385527,0.002112704000000047,9a2a73d
nasa-steerable-v1,lines,znorm,2,,80,2,24,1,8640,12,0.249116850422967,0.2636430072192321,0.3060849742758161,0.19687053218769274,0.388086529918116,0.002122320000000047,9a2a73d
nasa-steerable-v1,lines,znorm,5,,80,2,24,1,8640,12,0.2480440291913973,0.2615609445381098,0.3056154337329938,0.1970469698462946,0.3890063846894132,0.0021196010000000417,9a2a73d
nasa-steerable-v1,lines,znorm,10,,80,2,24,1,8640,12,0.2457532944963946,0.25928050318025236,0.3062973877695075,0.19878482623122737,0.38899560042394876,0.0020452010000000793,9a2a73d
