corpus,charset,arm,w,topK,columns,oversample,footprint,stride,cells,glyphs,mae,rmse,ssim,gmsd,haarpsi,selectionWallSeconds,gitSHA,shapeQueryPolarity
nasa-steerable-v1,blocks,P,,,80,2,24,1,8640,8,0.563292565467233,0.6387445020816767,0.002139179498018606,0.3399343193526033,0.09480315921555167,0.001987060999999975,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,F,,,80,2,24,1,8640,8,0.2639131023957673,0.2881747440165943,0.3058391493051095,0.20451693852787306,0.37906643823788705,0.00011891999999999437,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,P,,,80,4,24,1,8640,8,0.51579559486085,0.6002843308126588,0.0005001336959425992,0.36663667550579204,0.0629260369291542,0.0026402649999998935,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,F,,,80,4,24,1,8640,8,0.264776347751809,0.2893207500424256,0.3057318467179392,0.2046238108504886,0.37861767787975215,0.00014119099999999697,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,P,,,80,8,24,1,8640,8,0.5637358250958151,0.6399121504340509,0.002167003832948257,0.34025364354869314,0.09449885278469383,0.002373784999999913,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,F,,,80,8,24,1,8640,8,0.26262125074834747,0.2869983030044296,0.31078374934253217,0.2027916786775053,0.3826191569585392,0.00013219099999999535,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,P,,,80,16,24,1,8640,8,0.5640211285448581,0.640583490076799,0.002137477308394719,0.3412127084606312,0.09425424053619523,0.0023900059999999606,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,F,,,80,16,24,1,8640,8,0.2625098769516782,0.28763912049636653,0.3120345741630866,0.20339792154005906,0.3842466780251377,0.00012574699999999455,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,P,,,80,32,24,1,8640,8,0.5641635634371495,0.6408911779035942,0.002113241982201462,0.341294678082852,0.09424955279223098,0.0016910309999998727,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,F,,,80,32,24,1,8640,8,0.26174311072336587,0.2868412865618836,0.3124909671410779,0.20295794809212428,0.38462237491659956,0.000110541999999995,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,P,,,80,2,24,1,8640,95,0.24362539684883766,0.2576376942063564,0.3063408789883635,0.20145823479310948,0.37160039924061944,0.024301130999999972,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,F,,,80,2,24,1,8640,95,0.25403153488535557,0.30955725154743424,0.024781489559272767,0.2880854047178115,0.13414163476531754,0.001056354000000033,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,P,,,80,4,24,1,8640,95,0.24524782464088882,0.2606886826777634,0.3063429484018774,0.20553542553028847,0.373119744298239,0.026052036999999983,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,F,,,80,4,24,1,8640,95,0.25344310055856295,0.30606017854849077,0.04839010047775737,0.28167315803102283,0.1538185598949419,0.0010626320000000273,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,P,,,80,8,24,1,8640,95,0.24357983484653933,0.25786756039857717,0.3121326628739744,0.20019858322581524,0.3754723290213772,0.021111966999999975,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,F,,,80,8,24,1,8640,95,0.2515782569157495,0.3022763219428325,0.06898589672943563,0.2758958470253642,0.17123549117831705,0.0010350850000000402,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,P,,,80,16,24,1,8640,95,0.24238453362407644,0.25733148800394556,0.31230357273216436,0.20121512128549737,0.3778217976686457,0.02154259300000012,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,F,,,80,16,24,1,8640,95,0.25121806332557595,0.3032400057774384,0.06151346839617135,0.27864595014823645,0.16597768964188636,0.0012298859999998913,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,P,,,80,32,24,1,8640,95,0.2422290865187464,0.2568786826574127,0.3131869920263797,0.20047744504386183,0.3778595513871112,0.012340629000000033,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,standard,F,,,80,32,24,1,8640,95,0.2507736833850502,0.30285635977989867,0.0623076020713713,0.2784216269682034,0.16659836895227467,0.0009659830000000899,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
