corpus,charset,arm,w,topK,columns,oversample,footprint,stride,cells,glyphs,mae,rmse,ssim,gmsd,haarpsi,selectionWallSeconds,gitSHA,shapeQueryPolarity
nasa-steerable-v1,blocks,P,,,76,2,24,1,7752,8,0.5631403843772563,0.6385539215727908,0.002594788096701083,0.33958403861738645,0.09457719185706291,0.001963662999999965,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
nasa-steerable-v1,blocks,F,,,76,2,24,1,7752,8,0.2641616014172295,0.2884882556607268,0.3055918187779342,0.20494971752255828,0.3778776241306448,0.00010954199999999535,64a8f98784ae36b0e7393a6845af387343d8e883,inverted
